,filepaths,labels,data set
360,train\ALBATROSS\084.jpg,ALBATROSS,train
361,train\ALBATROSS\085.jpg,ALBATROSS,train
362,train\ALBATROSS\086.jpg,ALBATROSS,train
363,train\ALBATROSS\087.jpg,ALBATROSS,train
364,train\ALBATROSS\088.jpg,ALBATROSS,train
365,train\ALBATROSS\089.jpg,ALBATROSS,train
366,train\ALBATROSS\090.jpg,ALBATROSS,train
367,train\ALBATROSS\091.jpg,ALBATROSS,train
368,train\ALBATROSS\092.jpg,ALBATROSS,train
369,train\ALBATROSS\093.jpg,ALBATROSS,train
370,train\ALBATROSS\094.jpg,ALBATROSS,train
371,train\ALBATROSS\095.jpg,ALBATROSS,train
372,train\ALBATROSS\096.jpg,ALBATROSS,train
373,train\ALBATROSS\097.jpg,ALBATROSS,train
374,train\ALBATROSS\098.jpg,ALBATROSS,train
375,train\ALBATROSS\099.jpg,ALBATROSS,train
376,train\ALBATROSS\100.jpg,ALBATROSS,train
377,train\ALBATROSS\101.jpg,ALBATROSS,train
378,train\ALBATROSS\102.jpg,ALBATROSS,train
379,train\ALBATROSS\103.jpg,ALBATROSS,train
380,train\ALBATROSS\104.jpg,ALBATROSS,train
381,train\ALBATROSS\105.jpg,ALBATROSS,train
382,train\ALBATROSS\106.jpg,ALBATROSS,train
383,train\ALBATROSS\107.jpg,ALBATROSS,train
384,train\ALBATROSS\108.jpg,ALBATROSS,train
385,train\ALBATROSS\109.jpg,ALBATROSS,train
386,train\ALBATROSS\110.jpg,ALBATROSS,train
387,train\ALBATROSS\111.jpg,ALBATROSS,train
388,train\ALBATROSS\112.jpg,ALBATROSS,train
389,train\ALBATROSS\113.jpg,ALBATROSS,train
390,train\ALBATROSS\114.jpg,ALBATROSS,train
391,train\ALBATROSS\115.jpg,ALBATROSS,train
392,train\ALBATROSS\116.jpg,ALBATROSS,train
393,train\ALBATROSS\117.jpg,ALBATROSS,train
394,train\ALBATROSS\118.jpg,ALBATROSS,train
395,train\ALBATROSS\119.jpg,ALBATROSS,train
396,train\ALBATROSS\120.jpg,ALBATROSS,train
397,train\ALBATROSS\121.jpg,ALBATROSS,train
398,train\ALBATROSS\122.jpg,ALBATROSS,train
399,train\ALBATROSS\123.jpg,ALBATROSS,train
400,train\ALBATROSS\124.jpg,ALBATROSS,train
401,train\ALBATROSS\125.jpg,ALBATROSS,train
402,train\ALBATROSS\126.jpg,ALBATROSS,train
403,train\ALBATROSS\127.jpg,ALBATROSS,train
404,train\ALBATROSS\128.jpg,ALBATROSS,train
405,train\ALBATROSS\129.jpg,ALBATROSS,train
406,train\ALBATROSS\130.jpg,ALBATROSS,train
407,train\ALBATROSS\131.jpg,ALBATROSS,train
408,train\ALBATROSS\132.jpg,ALBATROSS,train
409,train\ALBATROSS\133.jpg,ALBATROSS,train
410,train\ALEXANDRINE PARAKEET\001.jpg,ALEXANDRINE PARAKEET,train
411,train\ALEXANDRINE PARAKEET\002.jpg,ALEXANDRINE PARAKEET,train
412,train\ALEXANDRINE PARAKEET\003.jpg,ALEXANDRINE PARAKEET,train
413,train\ALEXANDRINE PARAKEET\004.jpg,ALEXANDRINE PARAKEET,train
414,train\ALEXANDRINE PARAKEET\005.jpg,ALEXANDRINE PARAKEET,train
415,train\ALEXANDRINE PARAKEET\006.jpg,ALEXANDRINE PARAKEET,train
416,train\ALEXANDRINE PARAKEET\007.jpg,ALEXANDRINE PARAKEET,train
417,train\ALEXANDRINE PARAKEET\008.jpg,ALEXANDRINE PARAKEET,train
418,train\ALEXANDRINE PARAKEET\009.jpg,ALEXANDRINE PARAKEET,train
419,train\ALEXANDRINE PARAKEET\010.jpg,ALEXANDRINE PARAKEET,train
420,train\ALEXANDRINE PARAKEET\011.jpg,ALEXANDRINE PARAKEET,train
421,train\ALEXANDRINE PARAKEET\012.jpg,ALEXANDRINE PARAKEET,train
422,train\ALEXANDRINE PARAKEET\013.jpg,ALEXANDRINE PARAKEET,train
423,train\ALEXANDRINE PARAKEET\014.jpg,ALEXANDRINE PARAKEET,train
424,train\ALEXANDRINE PARAKEET\015.jpg,ALEXANDRINE PARAKEET,train
425,train\ALEXANDRINE PARAKEET\016.jpg,ALEXANDRINE PARAKEET,train
426,train\ALEXANDRINE PARAKEET\017.jpg,ALEXANDRINE PARAKEET,train
427,train\ALEXANDRINE PARAKEET\018.jpg,ALEXANDRINE PARAKEET,train
428,train\ALEXANDRINE PARAKEET\019.jpg,ALEXANDRINE PARAKEET,train
429,train\ALEXANDRINE PARAKEET\020.jpg,ALEXANDRINE PARAKEET,train
430,train\ALEXANDRINE PARAKEET\021.jpg,ALEXANDRINE PARAKEET,train
431,train\ALEXANDRINE PARAKEET\022.jpg,ALEXANDRINE PARAKEET,train
432,train\ALEXANDRINE PARAKEET\023.jpg,ALEXANDRINE PARAKEET,train
433,train\ALEXANDRINE PARAKEET\024.jpg,ALEXANDRINE PARAKEET,train
434,train\ALEXANDRINE PARAKEET\025.jpg,ALEXANDRINE PARAKEET,train
435,train\ALEXANDRINE PARAKEET\026.jpg,ALEXANDRINE PARAKEET,train
436,train\ALEXANDRINE PARAKEET\027.jpg,ALEXANDRINE PARAKEET,train
437,train\ALEXANDRINE PARAKEET\028.jpg,ALEXANDRINE PARAKEET,train
438,train\ALEXANDRINE PARAKEET\029.jpg,ALEXANDRINE PARAKEET,train
439,train\ALEXANDRINE PARAKEET\030.jpg,ALEXANDRINE PARAKEET,train
440,train\ALEXANDRINE PARAKEET\031.jpg,ALEXANDRINE PARAKEET,train
441,train\ALEXANDRINE PARAKEET\032.jpg,ALEXANDRINE PARAKEET,train
442,train\ALEXANDRINE PARAKEET\033.jpg,ALEXANDRINE PARAKEET,train
443,train\ALEXANDRINE PARAKEET\034.jpg,ALEXANDRINE PARAKEET,train
444,train\ALEXANDRINE PARAKEET\035.jpg,ALEXANDRINE PARAKEET,train
445,train\ALEXANDRINE PARAKEET\036.jpg,ALEXANDRINE PARAKEET,train
446,train\ALEXANDRINE PARAKEET\037.jpg,ALEXANDRINE PARAKEET,train
447,train\ALEXANDRINE PARAKEET\038.jpg,ALEXANDRINE PARAKEET,train
448,train\ALEXANDRINE PARAKEET\039.jpg,ALEXANDRINE PARAKEET,train
449,train\ALEXANDRINE PARAKEET\040.jpg,ALEXANDRINE PARAKEET,train
450,train\ALEXANDRINE PARAKEET\041.jpg,ALEXANDRINE PARAKEET,train
451,train\ALEXANDRINE PARAKEET\042.jpg,ALEXANDRINE PARAKEET,train
452,train\ALEXANDRINE PARAKEET\043.jpg,ALEXANDRINE PARAKEET,train
453,train\ALEXANDRINE PARAKEET\044.jpg,ALEXANDRINE PARAKEET,train
454,train\ALEXANDRINE PARAKEET\045.jpg,ALEXANDRINE PARAKEET,train
455,train\ALEXANDRINE PARAKEET\046.jpg,ALEXANDRINE PARAKEET,train
456,train\ALEXANDRINE PARAKEET\047.jpg,ALEXANDRINE PARAKEET,train
457,train\ALEXANDRINE PARAKEET\048.jpg,ALEXANDRINE PARAKEET,train
458,train\ALEXANDRINE PARAKEET\049.jpg,ALEXANDRINE PARAKEET,train
459,train\ALEXANDRINE PARAKEET\050.jpg,ALEXANDRINE PARAKEET,train
460,train\ALEXANDRINE PARAKEET\051.jpg,ALEXANDRINE PARAKEET,train
461,train\ALEXANDRINE PARAKEET\052.jpg,ALEXANDRINE PARAKEET,train
462,train\ALEXANDRINE PARAKEET\053.jpg,ALEXANDRINE PARAKEET,train
463,train\ALEXANDRINE PARAKEET\054.jpg,ALEXANDRINE PARAKEET,train
464,train\ALEXANDRINE PARAKEET\055.jpg,ALEXANDRINE PARAKEET,train
465,train\ALEXANDRINE PARAKEET\056.jpg,ALEXANDRINE PARAKEET,train
466,train\ALEXANDRINE PARAKEET\057.jpg,ALEXANDRINE PARAKEET,train
467,train\ALEXANDRINE PARAKEET\058.jpg,ALEXANDRINE PARAKEET,train
468,train\ALEXANDRINE PARAKEET\059.jpg,ALEXANDRINE PARAKEET,train
469,train\ALEXANDRINE PARAKEET\060.jpg,ALEXANDRINE PARAKEET,train
470,train\ALEXANDRINE PARAKEET\061.jpg,ALEXANDRINE PARAKEET,train
471,train\ALEXANDRINE PARAKEET\062.jpg,ALEXANDRINE PARAKEET,train
472,train\ALEXANDRINE PARAKEET\063.jpg,ALEXANDRINE PARAKEET,train
473,train\ALEXANDRINE PARAKEET\064.jpg,ALEXANDRINE PARAKEET,train
474,train\ALEXANDRINE PARAKEET\065.jpg,ALEXANDRINE PARAKEET,train
475,train\ALEXANDRINE PARAKEET\066.jpg,ALEXANDRINE PARAKEET,train
476,train\ALEXANDRINE PARAKEET\067.jpg,ALEXANDRINE PARAKEET,train
477,train\ALEXANDRINE PARAKEET\068.jpg,ALEXANDRINE PARAKEET,train
478,train\ALEXANDRINE PARAKEET\069.jpg,ALEXANDRINE PARAKEET,train
479,train\ALEXANDRINE PARAKEET\070.jpg,ALEXANDRINE PARAKEET,train
480,train\ALEXANDRINE PARAKEET\071.jpg,ALEXANDRINE PARAKEET,train
481,train\ALEXANDRINE PARAKEET\072.jpg,ALEXANDRINE PARAKEET,train
482,train\ALEXANDRINE PARAKEET\073.jpg,ALEXANDRINE PARAKEET,train
483,train\ALEXANDRINE PARAKEET\074.jpg,ALEXANDRINE PARAKEET,train
484,train\ALEXANDRINE PARAKEET\075.jpg,ALEXANDRINE PARAKEET,train
485,train\ALEXANDRINE PARAKEET\076.jpg,ALEXANDRINE PARAKEET,train
486,train\ALEXANDRINE PARAKEET\077.jpg,ALEXANDRINE PARAKEET,train
487,train\ALEXANDRINE PARAKEET\078.jpg,ALEXANDRINE PARAKEET,train
488,train\ALEXANDRINE PARAKEET\079.jpg,ALEXANDRINE PARAKEET,train
489,train\ALEXANDRINE PARAKEET\080.jpg,ALEXANDRINE PARAKEET,train
490,train\ALEXANDRINE PARAKEET\081.jpg,ALEXANDRINE PARAKEET,train
491,train\ALEXANDRINE PARAKEET\082.jpg,ALEXANDRINE PARAKEET,train
492,train\ALEXANDRINE PARAKEET\083.jpg,ALEXANDRINE PARAKEET,train
493,train\ALEXANDRINE PARAKEET\085.jpg,ALEXANDRINE PARAKEET,train
494,train\ALEXANDRINE PARAKEET\086.jpg,ALEXANDRINE PARAKEET,train
495,train\ALEXANDRINE PARAKEET\087.jpg,ALEXANDRINE PARAKEET,train
496,train\ALEXANDRINE PARAKEET\088.jpg,ALEXANDRINE PARAKEET,train
497,train\ALEXANDRINE PARAKEET\089.jpg,ALEXANDRINE PARAKEET,train
498,train\ALEXANDRINE PARAKEET\090.jpg,ALEXANDRINE PARAKEET,train
499,train\ALEXANDRINE PARAKEET\091.jpg,ALEXANDRINE PARAKEET,train
500,train\ALEXANDRINE PARAKEET\092.jpg,ALEXANDRINE PARAKEET,train
501,train\ALEXANDRINE PARAKEET\093.jpg,ALEXANDRINE PARAKEET,train
502,train\ALEXANDRINE PARAKEET\094.jpg,ALEXANDRINE PARAKEET,train
503,train\ALEXANDRINE PARAKEET\095.jpg,ALEXANDRINE PARAKEET,train
504,train\ALEXANDRINE PARAKEET\096.jpg,ALEXANDRINE PARAKEET,train
505,train\ALEXANDRINE PARAKEET\097.jpg,ALEXANDRINE PARAKEET,train
506,train\ALEXANDRINE PARAKEET\098.jpg,ALEXANDRINE PARAKEET,train
507,train\ALEXANDRINE PARAKEET\099.jpg,ALEXANDRINE PARAKEET,train
508,train\ALEXANDRINE PARAKEET\100.jpg,ALEXANDRINE PARAKEET,train
509,train\ALEXANDRINE PARAKEET\101.jpg,ALEXANDRINE PARAKEET,train
510,train\ALEXANDRINE PARAKEET\102.jpg,ALEXANDRINE PARAKEET,train
511,train\ALEXANDRINE PARAKEET\103.jpg,ALEXANDRINE PARAKEET,train
512,train\ALEXANDRINE PARAKEET\104.jpg,ALEXANDRINE PARAKEET,train
513,train\ALEXANDRINE PARAKEET\105.jpg,ALEXANDRINE PARAKEET,train
514,train\ALEXANDRINE PARAKEET\106.jpg,ALEXANDRINE PARAKEET,train
515,train\ALEXANDRINE PARAKEET\107.jpg,ALEXANDRINE PARAKEET,train
516,train\ALEXANDRINE PARAKEET\108.jpg,ALEXANDRINE PARAKEET,train
517,train\ALEXANDRINE PARAKEET\109.jpg,ALEXANDRINE PARAKEET,train
518,train\ALEXANDRINE PARAKEET\110.jpg,ALEXANDRINE PARAKEET,train
519,train\ALEXANDRINE PARAKEET\111.jpg,ALEXANDRINE PARAKEET,train
520,train\ALEXANDRINE PARAKEET\112.jpg,ALEXANDRINE PARAKEET,train
521,train\ALEXANDRINE PARAKEET\113.jpg,ALEXANDRINE PARAKEET,train
522,train\ALEXANDRINE PARAKEET\114.jpg,ALEXANDRINE PARAKEET,train
523,train\ALEXANDRINE PARAKEET\115.jpg,ALEXANDRINE PARAKEET,train
524,train\ALEXANDRINE PARAKEET\116.jpg,ALEXANDRINE PARAKEET,train
525,train\ALEXANDRINE PARAKEET\117.jpg,ALEXANDRINE PARAKEET,train
526,train\ALEXANDRINE PARAKEET\118.jpg,ALEXANDRINE PARAKEET,train
527,train\ALEXANDRINE PARAKEET\119.jpg,ALEXANDRINE PARAKEET,train
528,train\ALEXANDRINE PARAKEET\120.jpg,ALEXANDRINE PARAKEET,train
529,train\ALEXANDRINE PARAKEET\121.jpg,ALEXANDRINE PARAKEET,train
530,train\ALEXANDRINE PARAKEET\122.jpg,ALEXANDRINE PARAKEET,train
531,train\ALEXANDRINE PARAKEET\123.jpg,ALEXANDRINE PARAKEET,train
532,train\ALEXANDRINE PARAKEET\124.jpg,ALEXANDRINE PARAKEET,train
533,train\ALEXANDRINE PARAKEET\125.jpg,ALEXANDRINE PARAKEET,train
534,train\ALEXANDRINE PARAKEET\126.jpg,ALEXANDRINE PARAKEET,train
535,train\ALEXANDRINE PARAKEET\127.jpg,ALEXANDRINE PARAKEET,train
536,train\ALEXANDRINE PARAKEET\128.jpg,ALEXANDRINE PARAKEET,train
537,train\ALEXANDRINE PARAKEET\129.jpg,ALEXANDRINE PARAKEET,train
538,train\ALEXANDRINE PARAKEET\130.jpg,ALEXANDRINE PARAKEET,train
539,train\ALEXANDRINE PARAKEET\131.jpg,ALEXANDRINE PARAKEET,train
540,train\ALEXANDRINE PARAKEET\132.jpg,ALEXANDRINE PARAKEET,train
541,train\ALEXANDRINE PARAKEET\133.jpg,ALEXANDRINE PARAKEET,train
542,train\ALEXANDRINE PARAKEET\134.jpg,ALEXANDRINE PARAKEET,train
543,train\ALEXANDRINE PARAKEET\135.jpg,ALEXANDRINE PARAKEET,train
544,train\ALEXANDRINE PARAKEET\136.jpg,ALEXANDRINE PARAKEET,train
545,train\ALEXANDRINE PARAKEET\137.jpg,ALEXANDRINE PARAKEET,train
546,train\ALEXANDRINE PARAKEET\138.jpg,ALEXANDRINE PARAKEET,train
547,train\ALEXANDRINE PARAKEET\139.jpg,ALEXANDRINE PARAKEET,train
548,train\ALEXANDRINE PARAKEET\140.jpg,ALEXANDRINE PARAKEET,train
549,train\ALEXANDRINE PARAKEET\141.jpg,ALEXANDRINE PARAKEET,train
550,train\ALEXANDRINE PARAKEET\142.jpg,ALEXANDRINE PARAKEET,train
551,train\ALEXANDRINE PARAKEET\143.jpg,ALEXANDRINE PARAKEET,train
552,train\ALEXANDRINE PARAKEET\144.jpg,ALEXANDRINE PARAKEET,train
553,train\ALEXANDRINE PARAKEET\145.jpg,ALEXANDRINE PARAKEET,train
554,train\ALEXANDRINE PARAKEET\146.jpg,ALEXANDRINE PARAKEET,train
555,train\ALEXANDRINE PARAKEET\147.jpg,ALEXANDRINE PARAKEET,train
556,train\ALEXANDRINE PARAKEET\148.jpg,ALEXANDRINE PARAKEET,train
557,train\ALEXANDRINE PARAKEET\149.jpg,ALEXANDRINE PARAKEET,train
558,train\ALEXANDRINE PARAKEET\150.jpg,ALEXANDRINE PARAKEET,train
559,train\ALEXANDRINE PARAKEET\151.jpg,ALEXANDRINE PARAKEET,train
560,train\ALEXANDRINE PARAKEET\152.jpg,ALEXANDRINE PARAKEET,train
561,train\ALEXANDRINE PARAKEET\153.jpg,ALEXANDRINE PARAKEET,train
562,train\ALEXANDRINE PARAKEET\154.jpg,ALEXANDRINE PARAKEET,train
563,train\ALEXANDRINE PARAKEET\155.jpg,ALEXANDRINE PARAKEET,train
564,train\ALEXANDRINE PARAKEET\156.jpg,ALEXANDRINE PARAKEET,train
565,train\ALEXANDRINE PARAKEET\157.jpg,ALEXANDRINE PARAKEET,train
566,train\ALEXANDRINE PARAKEET\158.jpg,ALEXANDRINE PARAKEET,train
567,train\ALEXANDRINE PARAKEET\159.jpg,ALEXANDRINE PARAKEET,train
568,train\ALEXANDRINE PARAKEET\160.jpg,ALEXANDRINE PARAKEET,train
569,train\ALEXANDRINE PARAKEET\161.jpg,ALEXANDRINE PARAKEET,train
570,train\ALEXANDRINE PARAKEET\162.jpg,ALEXANDRINE PARAKEET,train
571,train\ALEXANDRINE PARAKEET\163.jpg,ALEXANDRINE PARAKEET,train
572,train\ALEXANDRINE PARAKEET\164.jpg,ALEXANDRINE PARAKEET,train
573,train\ALEXANDRINE PARAKEET\165.jpg,ALEXANDRINE PARAKEET,train
574,train\ALEXANDRINE PARAKEET\166.jpg,ALEXANDRINE PARAKEET,train
575,train\AMERICAN AVOCET\001.jpg,AMERICAN AVOCET,train
576,train\AMERICAN AVOCET\002.jpg,AMERICAN AVOCET,train
577,train\AMERICAN AVOCET\003.jpg,AMERICAN AVOCET,train
578,train\AMERICAN AVOCET\004.jpg,AMERICAN AVOCET,train
579,train\AMERICAN AVOCET\005.jpg,AMERICAN AVOCET,train
580,train\AMERICAN AVOCET\006.jpg,AMERICAN AVOCET,train
581,train\AMERICAN AVOCET\007.jpg,AMERICAN AVOCET,train
582,train\AMERICAN AVOCET\008.jpg,AMERICAN AVOCET,train
583,train\AMERICAN AVOCET\009.jpg,AMERICAN AVOCET,train
584,train\AMERICAN AVOCET\010.jpg,AMERICAN AVOCET,train
585,train\AMERICAN AVOCET\011.jpg,AMERICAN AVOCET,train
586,train\AMERICAN AVOCET\012.jpg,AMERICAN AVOCET,train
587,train\AMERICAN AVOCET\013.jpg,AMERICAN AVOCET,train
588,train\AMERICAN AVOCET\014.jpg,AMERICAN AVOCET,train
589,train\AMERICAN AVOCET\015.jpg,AMERICAN AVOCET,train
590,train\AMERICAN AVOCET\016.jpg,AMERICAN AVOCET,train
591,train\AMERICAN AVOCET\017.jpg,AMERICAN AVOCET,train
592,train\AMERICAN AVOCET\018.jpg,AMERICAN AVOCET,train
593,train\AMERICAN AVOCET\019.jpg,AMERICAN AVOCET,train
594,train\AMERICAN AVOCET\020.jpg,AMERICAN AVOCET,train
595,train\AMERICAN AVOCET\021.jpg,AMERICAN AVOCET,train
596,train\AMERICAN AVOCET\022.jpg,AMERICAN AVOCET,train
597,train\AMERICAN AVOCET\023.jpg,AMERICAN AVOCET,train
598,train\AMERICAN AVOCET\024.jpg,AMERICAN AVOCET,train
599,train\AMERICAN AVOCET\025.jpg,AMERICAN AVOCET,train
600,train\AMERICAN AVOCET\026.jpg,AMERICAN AVOCET,train
601,train\AMERICAN AVOCET\027.jpg,AMERICAN AVOCET,train
602,train\AMERICAN AVOCET\028.jpg,AMERICAN AVOCET,train
603,train\AMERICAN AVOCET\029.jpg,AMERICAN AVOCET,train
604,train\AMERICAN AVOCET\030.jpg,AMERICAN AVOCET,train
605,train\AMERICAN AVOCET\031.jpg,AMERICAN AVOCET,train
606,train\AMERICAN AVOCET\032.jpg,AMERICAN AVOCET,train
607,train\AMERICAN AVOCET\033.jpg,AMERICAN AVOCET,train
608,train\AMERICAN AVOCET\034.jpg,AMERICAN AVOCET,train
609,train\AMERICAN AVOCET\035.jpg,AMERICAN AVOCET,train
610,train\AMERICAN AVOCET\036.jpg,AMERICAN AVOCET,train
611,train\AMERICAN AVOCET\037.jpg,AMERICAN AVOCET,train
612,train\AMERICAN AVOCET\038.jpg,AMERICAN AVOCET,train
613,train\AMERICAN AVOCET\039.jpg,AMERICAN AVOCET,train
614,train\AMERICAN AVOCET\040.jpg,AMERICAN AVOCET,train
615,train\AMERICAN AVOCET\041.jpg,AMERICAN AVOCET,train
616,train\AMERICAN AVOCET\042.jpg,AMERICAN AVOCET,train
617,train\AMERICAN AVOCET\043.jpg,AMERICAN AVOCET,train
618,train\AMERICAN AVOCET\044.jpg,AMERICAN AVOCET,train
619,train\AMERICAN AVOCET\045.jpg,AMERICAN AVOCET,train
620,train\AMERICAN AVOCET\046.jpg,AMERICAN AVOCET,train
621,train\AMERICAN AVOCET\047.jpg,AMERICAN AVOCET,train
622,train\AMERICAN AVOCET\048.jpg,AMERICAN AVOCET,train
623,train\AMERICAN AVOCET\049.jpg,AMERICAN AVOCET,train
624,train\AMERICAN AVOCET\050.jpg,AMERICAN AVOCET,train
625,train\AMERICAN AVOCET\051.jpg,AMERICAN AVOCET,train
626,train\AMERICAN AVOCET\052.jpg,AMERICAN AVOCET,train
627,train\AMERICAN AVOCET\053.jpg,AMERICAN AVOCET,train
628,train\AMERICAN AVOCET\054.jpg,AMERICAN AVOCET,train
629,train\AMERICAN AVOCET\055.jpg,AMERICAN AVOCET,train
630,train\AMERICAN AVOCET\056.jpg,AMERICAN AVOCET,train
631,train\AMERICAN AVOCET\057.jpg,AMERICAN AVOCET,train
632,train\AMERICAN AVOCET\058.jpg,AMERICAN AVOCET,train
633,train\AMERICAN AVOCET\059.jpg,AMERICAN AVOCET,train
634,train\AMERICAN AVOCET\060.jpg,AMERICAN AVOCET,train
635,train\AMERICAN AVOCET\061.jpg,AMERICAN AVOCET,train
636,train\AMERICAN AVOCET\062.jpg,AMERICAN AVOCET,train
637,train\AMERICAN AVOCET\063.jpg,AMERICAN AVOCET,train
638,train\AMERICAN AVOCET\064.jpg,AMERICAN AVOCET,train
639,train\AMERICAN AVOCET\065.jpg,AMERICAN AVOCET,train
640,train\AMERICAN AVOCET\066.jpg,AMERICAN AVOCET,train
641,train\AMERICAN AVOCET\067.jpg,AMERICAN AVOCET,train
642,train\AMERICAN AVOCET\068.jpg,AMERICAN AVOCET,train
643,train\AMERICAN AVOCET\069.jpg,AMERICAN AVOCET,train
644,train\AMERICAN AVOCET\070.jpg,AMERICAN AVOCET,train
645,train\AMERICAN AVOCET\071.jpg,AMERICAN AVOCET,train
646,train\AMERICAN AVOCET\072.jpg,AMERICAN AVOCET,train
647,train\AMERICAN AVOCET\073.jpg,AMERICAN AVOCET,train
648,train\AMERICAN AVOCET\074.jpg,AMERICAN AVOCET,train
649,train\AMERICAN AVOCET\075.jpg,AMERICAN AVOCET,train
650,train\AMERICAN AVOCET\076.jpg,AMERICAN AVOCET,train
651,train\AMERICAN AVOCET\077.jpg,AMERICAN AVOCET,train
652,train\AMERICAN AVOCET\078.jpg,AMERICAN AVOCET,train
653,train\AMERICAN AVOCET\079.jpg,AMERICAN AVOCET,train
654,train\AMERICAN AVOCET\080.jpg,AMERICAN AVOCET,train
655,train\AMERICAN AVOCET\081.jpg,AMERICAN AVOCET,train
656,train\AMERICAN AVOCET\082.jpg,AMERICAN AVOCET,train
657,train\AMERICAN AVOCET\083.jpg,AMERICAN AVOCET,train
658,train\AMERICAN AVOCET\084.jpg,AMERICAN AVOCET,train
659,train\AMERICAN AVOCET\085.jpg,AMERICAN AVOCET,train
660,train\AMERICAN AVOCET\086.jpg,AMERICAN AVOCET,train
661,train\AMERICAN AVOCET\087.jpg,AMERICAN AVOCET,train
662,train\AMERICAN AVOCET\088.jpg,AMERICAN AVOCET,train
663,train\AMERICAN AVOCET\089.jpg,AMERICAN AVOCET,train
664,train\AMERICAN AVOCET\090.jpg,AMERICAN AVOCET,train
665,train\AMERICAN AVOCET\091.jpg,AMERICAN AVOCET,train
666,train\AMERICAN AVOCET\092.jpg,AMERICAN AVOCET,train
667,train\AMERICAN AVOCET\093.jpg,AMERICAN AVOCET,train
668,train\AMERICAN AVOCET\094.jpg,AMERICAN AVOCET,train
669,train\AMERICAN AVOCET\095.jpg,AMERICAN AVOCET,train
670,train\AMERICAN AVOCET\096.jpg,AMERICAN AVOCET,train
671,train\AMERICAN AVOCET\097.jpg,AMERICAN AVOCET,train
672,train\AMERICAN AVOCET\098.jpg,AMERICAN AVOCET,train
673,train\AMERICAN AVOCET\099.jpg,AMERICAN AVOCET,train
674,train\AMERICAN AVOCET\100.jpg,AMERICAN AVOCET,train
675,train\AMERICAN AVOCET\101.jpg,AMERICAN AVOCET,train
676,train\AMERICAN AVOCET\102.jpg,AMERICAN AVOCET,train
677,train\AMERICAN AVOCET\103.jpg,AMERICAN AVOCET,train
678,train\AMERICAN AVOCET\104.jpg,AMERICAN AVOCET,train
679,train\AMERICAN AVOCET\105.jpg,AMERICAN AVOCET,train
680,train\AMERICAN AVOCET\106.jpg,AMERICAN AVOCET,train
681,train\AMERICAN AVOCET\107.jpg,AMERICAN AVOCET,train
682,train\AMERICAN AVOCET\108.jpg,AMERICAN AVOCET,train
683,train\AMERICAN AVOCET\109.jpg,AMERICAN AVOCET,train
684,train\AMERICAN AVOCET\110.jpg,AMERICAN AVOCET,train
685,train\AMERICAN AVOCET\111.jpg,AMERICAN AVOCET,train
686,train\AMERICAN AVOCET\112.jpg,AMERICAN AVOCET,train
687,train\AMERICAN AVOCET\113.jpg,AMERICAN AVOCET,train
688,train\AMERICAN AVOCET\114.jpg,AMERICAN AVOCET,train
689,train\AMERICAN AVOCET\115.jpg,AMERICAN AVOCET,train
690,train\AMERICAN AVOCET\116.jpg,AMERICAN AVOCET,train
691,train\AMERICAN AVOCET\117.jpg,AMERICAN AVOCET,train
692,train\AMERICAN AVOCET\118.jpg,AMERICAN AVOCET,train
693,train\AMERICAN AVOCET\119.jpg,AMERICAN AVOCET,train
694,train\AMERICAN AVOCET\120.jpg,AMERICAN AVOCET,train
695,train\AMERICAN AVOCET\121.jpg,AMERICAN AVOCET,train
696,train\AMERICAN AVOCET\122.jpg,AMERICAN AVOCET,train
697,train\AMERICAN AVOCET\123.jpg,AMERICAN AVOCET,train
698,train\AMERICAN AVOCET\124.jpg,AMERICAN AVOCET,train
699,train\AMERICAN AVOCET\125.jpg,AMERICAN AVOCET,train
700,train\AMERICAN AVOCET\126.jpg,AMERICAN AVOCET,train
701,train\AMERICAN AVOCET\127.jpg,AMERICAN AVOCET,train
702,train\AMERICAN AVOCET\128.jpg,AMERICAN AVOCET,train
703,train\AMERICAN AVOCET\129.jpg,AMERICAN AVOCET,train
704,train\AMERICAN AVOCET\130.jpg,AMERICAN AVOCET,train
705,train\AMERICAN AVOCET\131.jpg,AMERICAN AVOCET,train
706,train\AMERICAN AVOCET\132.jpg,AMERICAN AVOCET,train
707,train\AMERICAN AVOCET\133.jpg,AMERICAN AVOCET,train
708,train\AMERICAN AVOCET\134.jpg,AMERICAN AVOCET,train
709,train\AMERICAN AVOCET\135.jpg,AMERICAN AVOCET,train
710,train\AMERICAN AVOCET\136.jpg,AMERICAN AVOCET,train
711,train\AMERICAN AVOCET\137.jpg,AMERICAN AVOCET,train
712,train\AMERICAN AVOCET\138.jpg,AMERICAN AVOCET,train
713,train\AMERICAN AVOCET\139.jpg,AMERICAN AVOCET,train
714,train\AMERICAN AVOCET\140.jpg,AMERICAN AVOCET,train
715,train\AMERICAN AVOCET\141.jpg,AMERICAN AVOCET,train
716,train\AMERICAN AVOCET\142.jpg,AMERICAN AVOCET,train
717,train\AMERICAN AVOCET\143.jpg,AMERICAN AVOCET,train
718,train\AMERICAN AVOCET\144.jpg,AMERICAN AVOCET,train
719,train\AMERICAN AVOCET\145.jpg,AMERICAN AVOCET,train
720,train\AMERICAN AVOCET\146.jpg,AMERICAN AVOCET,train
721,train\AMERICAN AVOCET\147.jpg,AMERICAN AVOCET,train
722,train\AMERICAN AVOCET\148.jpg,AMERICAN AVOCET,train
